,location,recognizability,age,participant_id,drawing_category,distance,distance_euclidean,distance_Beijing,distance_euclidean_Beijing,distance_Kisumu,distance_euclidean_Kisumu,distance_USA,distance_euclidean_USA,distance_India,distance_euclidean_India
1302,Kisumu,0.1279296875,5,S35,cat,0.03906,3.354,0.06103515625,4.171875,0.0390625,3.353515625,0.0673828125,4.375,0.04102,3.453
1303,Kisumu,0.94384765625,9,S105,tree,0.0337,2.957,0.05908203125,3.908203125,0.03369140625,2.95703125,0.05859375,3.87109375,0.0742,4.4
1304,Kisumu,0.0015096664428710938,5,S29,house,0.04004,3.281,0.0556640625,3.833984375,0.0400390625,3.28125,0.05126953125,3.671875,0.06445,4.12
1305,Kisumu,0.011688232421875,5,S22,tree,0.0654,4.367,0.07568359375,4.67578125,0.0654296875,4.3671875,0.095703125,5.234375,0.0737,4.594
1306,Kisumu,0.0380859375,4,S8,bike,0.04688,3.484,0.07275390625,4.33203125,0.046875,3.484375,0.07763671875,4.54296875,0.0801,4.555
1307,Kisumu,0.406982421875,7,S69,watch,0.05518,3.742,0.0732421875,4.31640625,0.05517578125,3.7421875,0.07568359375,4.4296875,0.0698,4.215
1308,Kisumu,0.97900390625,9,S119,tree,0.06006,3.973,0.083984375,4.6953125,0.06005859375,3.97265625,0.0869140625,4.75390625,0.084,4.71
1309,Kisumu,0.0193023681640625,4,S2,rabbit,0.06396,4.145,0.08984375,4.953125,0.06396484375,4.14453125,0.10595703125,5.33984375,0.0635,4.117
1310,Kisumu,0.76953125,8,S99,chair,0.02783,2.752,0.0439453125,3.400390625,0.02783203125,2.751953125,0.04931640625,3.62109375,0.02979,2.846
1311,Kisumu,0.440185546875,8,S91,airplane,0.03906,3.156,0.0673828125,4.125,0.0390625,3.15625,0.05810546875,3.826171875,0.05908,3.885
1312,Kisumu,0.8037109375,6,S60,watch,0.07275,4.355,0.0947265625,4.9453125,0.07275390625,4.35546875,0.0703125,4.29296875,0.06152,4.03
1313,Kisumu,0.0200653076171875,6,S48,cat,0.02881,2.885,0.1025390625,5.390625,0.02880859375,2.884765625,0.06591796875,4.3046875,0.06885,4.414
1314,Kisumu,0.97705078125,9,S111,hat,0.03174,2.947,0.0498046875,3.6171875,0.03173828125,2.947265625,0.044921875,3.4375,0.03613,3.098
1315,Kisumu,0.14501953125,5,S33,cat,0.04248,3.5,0.0517578125,3.865234375,0.04248046875,3.5,0.056640625,4.01953125,0.04785,3.674
1316,Kisumu,0.0142669677734375,6,S60,hat,0.06006,3.957,0.0908203125,4.89453125,0.06005859375,3.95703125,0.07958984375,4.515625,0.0864,4.715
1317,Kisumu,0.0997314453125,5,S23,cup,0.09033,4.984,0.08837890625,4.96875,0.09033203125,4.984375,0.08935546875,5.0,0.0747,4.59
1318,Kisumu,0.204345703125,5,S31,bike,0.0293,2.857,0.05029296875,3.701171875,0.029296875,2.857421875,0.0400390625,3.302734375,0.05078,3.725
1319,Kisumu,0.02801513671875,6,S55,bird,0.0498,3.574,0.109375,5.38671875,0.0498046875,3.57421875,0.0791015625,4.49609375,0.1001,5.094
1320,Kisumu,0.57421875,7,S70,airplane,0.0669,4.066,0.0810546875,4.53125,0.06689453125,4.06640625,0.076171875,4.35546875,0.083,4.523
1321,Kisumu,1.0,8,S96,watch,0.07324,4.164,0.0625,3.86328125,0.0732421875,4.1640625,0.08251953125,4.453125,0.0864,4.54
1322,Kisumu,0.069580078125,6,S45,hat,0.03027,2.852,0.037109375,3.16796875,0.0302734375,2.8515625,0.04736328125,3.55859375,0.03516,3.08
1323,Kisumu,0.00980377197265625,8,S98,bird,0.1123,5.316,0.17138671875,6.6953125,0.1123046875,5.31640625,0.16259765625,6.4921875,0.1392,5.965
1324,Kisumu,0.0689697265625,4,S4,hat,0.05127,3.713,0.06982421875,4.31640625,0.05126953125,3.712890625,0.07275390625,4.39453125,0.06836,4.31
1325,Kisumu,0.48388671875,7,S79,cup,0.05176,3.68,0.0498046875,3.662109375,0.0517578125,3.6796875,0.06103515625,4.0078125,0.08496,4.754
1326,Kisumu,0.9912109375,7,S69,cup,0.05225,3.742,0.111328125,5.5078125,0.05224609375,3.7421875,0.06201171875,4.07421875,0.07227,4.402
1327,Kisumu,0.92333984375,5,S28,watch,0.0537,3.715,0.0732421875,4.375,0.0537109375,3.71484375,0.07080078125,4.2265625,0.0659,4.137
1328,Kisumu,0.9921875,7,S78,tree,0.0884,4.727,0.10107421875,5.08984375,0.08837890625,4.7265625,0.0869140625,4.67578125,0.0864,4.707
1329,Kisumu,0.169189453125,8,S91,cat,0.06934,4.402,0.07666015625,4.6171875,0.0693359375,4.40234375,0.0703125,4.421875,0.09326,5.09
1330,Kisumu,0.18359375,9,S104,watch,0.10156,4.91,0.1396484375,5.85546875,0.1015625,4.91015625,0.123046875,5.48046875,0.1299,5.613
1331,Kisumu,0.336669921875,7,S68,chair,0.0547,3.643,0.08837890625,4.65625,0.0546875,3.642578125,0.09375,4.82421875,0.0952,4.83
1332,Kisumu,0.210205078125,4,S8,chair,0.04053,3.33,0.056640625,3.908203125,0.04052734375,3.330078125,0.0546875,3.857421875,0.0674,4.273
1333,Kisumu,0.0087738037109375,4,S6,rabbit,0.04688,3.404,0.10107421875,5.1328125,0.046875,3.404296875,0.12353515625,5.6015625,0.09863,5.016
1334,Kisumu,0.6181640625,7,S70,bird,0.04883,3.627,0.05078125,3.69921875,0.048828125,3.626953125,0.05615234375,3.880859375,0.05664,3.883
1335,Kisumu,0.054840087890625,4,S16,tree,0.042,3.21,0.056640625,3.759765625,0.0419921875,3.2109375,0.064453125,4.05859375,0.1035,5.12
1336,Kisumu,0.285888671875,7,S80,hat,0.02344,2.508,0.0322265625,2.94140625,0.0234375,2.5078125,0.0341796875,3.087890625,0.03467,3.084
1337,Kisumu,0.055389404296875,7,S66,airplane,0.0542,3.719,0.07470703125,4.41796875,0.05419921875,3.71875,0.07568359375,4.39453125,0.0654,4.09
1338,Kisumu,0.429931640625,6,S56,tree,0.0454,3.557,0.044921875,3.544921875,0.04541015625,3.556640625,0.04638671875,3.57421875,0.0371,3.242
1339,Kisumu,0.97900390625,9,S103,bike,0.0757,4.35,0.05224609375,3.626953125,0.07568359375,4.3515625,0.0615234375,3.912109375,0.0786,4.44
1340,Kisumu,0.2269287109375,7,S79,chair,0.04248,3.377,0.05126953125,3.716796875,0.04248046875,3.376953125,0.05712890625,3.916015625,0.06006,3.977
1341,Kisumu,0.67578125,5,S21,watch,0.05225,3.754,0.06982421875,4.34375,0.05224609375,3.75390625,0.05908203125,3.98828125,0.05762,3.93
1342,Kisumu,0.994140625,8,S94,cup,0.03174,2.904,0.05712890625,3.873046875,0.03173828125,2.904296875,0.08837890625,4.82421875,0.04053,3.258
1343,Kisumu,0.043792724609375,5,S26,rabbit,0.04834,3.887,0.08544921875,5.0390625,0.04833984375,3.88671875,0.0771484375,4.78125,0.05908,4.23
1344,Kisumu,0.0194091796875,9,S116,bird,0.05127,3.842,0.0791015625,4.7265625,0.05126953125,3.841796875,0.05859375,4.10546875,0.06934,4.434
1345,Kisumu,0.9951171875,7,S64,house,0.06006,3.934,0.0517578125,3.673828125,0.06005859375,3.93359375,0.07275390625,4.31640625,0.05664,3.818
1346,Kisumu,0.9931640625,9,S119,house,0.06006,3.883,0.06201171875,3.96875,0.06005859375,3.8828125,0.0615234375,3.951171875,0.04004,3.205
1347,Kisumu,0.283203125,6,S52,bike,0.10693,5.156,0.11376953125,5.3203125,0.10693359375,5.15625,0.1240234375,5.5859375,0.11914,5.438
1348,Kisumu,0.01058197021484375,5,S27,bike,0.05957,4.137,0.0751953125,4.62109375,0.0595703125,4.13671875,0.064453125,4.2890625,0.0762,4.65
1349,Kisumu,0.01078033447265625,4,S4,house,0.0864,4.91,0.0830078125,4.82421875,0.08642578125,4.91015625,0.09521484375,5.1484375,0.09375,5.11
1350,Kisumu,0.61962890625,4,S7,chair,0.04688,3.533,0.0517578125,3.74609375,0.046875,3.533203125,0.0615234375,4.06640625,0.05908,4.02
1351,Kisumu,0.07562255859375,9,S112,cat,0.0464,3.908,0.0732421875,4.82421875,0.04638671875,3.908203125,0.064453125,4.55859375,0.04443,3.86
1352,Kisumu,0.9873046875,9,S115,tree,0.0376,3.154,0.0712890625,4.3515625,0.03759765625,3.154296875,0.05908203125,3.919921875,0.0801,4.586
1353,Kisumu,0.92431640625,5,S38,car,0.0713,4.31,0.09912109375,5.0625,0.0712890625,4.30859375,0.08447265625,4.67578125,0.09717,4.992
1354,Kisumu,0.487548828125,5,S22,cat,0.0781,4.543,0.0732421875,4.390625,0.078125,4.54296875,0.07470703125,4.41015625,0.0908,4.914
1355,Kisumu,0.03955078125,6,S49,cat,0.03955,3.262,0.11474609375,5.59765625,0.03955078125,3.26171875,0.0849609375,4.7421875,0.08105,4.64
1356,Kisumu,0.12481689453125,4,S13,bike,0.0464,3.6,0.07421875,4.48828125,0.04638671875,3.599609375,0.0595703125,4.05078125,0.0664,4.277
1357,Kisumu,0.98828125,9,S111,car,0.0464,3.498,0.072265625,4.359375,0.04638671875,3.498046875,0.08740234375,4.765625,0.0947,4.957
1358,Kisumu,0.10064697265625,6,S55,tree,0.03125,3.033,0.06396484375,4.1875,0.03125,3.033203125,0.05615234375,3.951171875,0.07275,4.473
1359,Kisumu,0.77099609375,8,S97,airplane,0.04492,3.39,0.06640625,4.1015625,0.044921875,3.390625,0.06884765625,4.19921875,0.0659,4.11
1360,Kisumu,0.0066375732421875,4,S15,cat,0.05078,3.564,0.1181640625,5.53125,0.05078125,3.564453125,0.10107421875,5.08984375,0.1211,5.637
1361,Kisumu,0.85595703125,9,S119,hat,0.02832,2.73,0.04248046875,3.337890625,0.0283203125,2.73046875,0.04443359375,3.41796875,0.04785,3.55
1362,Kisumu,0.96435546875,9,S109,hat,0.0337,3.014,0.04931640625,3.64453125,0.03369140625,3.013671875,0.0458984375,3.5,0.042,3.332
1363,Kisumu,0.8896484375,9,S113,airplane,0.0503,3.592,0.07666015625,4.46484375,0.05029296875,3.591796875,0.0654296875,4.11328125,0.06885,4.21
1364,Kisumu,0.0287322998046875,6,S56,bike,0.05078,3.633,0.0625,4.01953125,0.05078125,3.6328125,0.06884765625,4.21875,0.0674,4.184
1365,Kisumu,0.0760498046875,5,S32,cat,0.0459,3.527,0.056640625,3.90234375,0.0458984375,3.52734375,0.0595703125,4.00390625,0.0708,4.39
1366,Kisumu,0.9716796875,7,S68,cat,0.0742,4.41,0.080078125,4.60546875,0.07421875,4.41015625,0.0732421875,4.39453125,0.083,4.684
1367,Kisumu,0.6806640625,7,S62,car,0.03564,3.178,0.0810546875,4.71875,0.03564453125,3.177734375,0.0771484375,4.6015625,0.0742,4.504
1368,Kisumu,0.367919921875,9,S114,cup,0.04883,3.592,0.04833984375,3.595703125,0.048828125,3.591796875,0.05029296875,3.6171875,0.06396,4.094
1369,Kisumu,0.970703125,9,S110,hat,0.02148,2.525,0.03466796875,3.154296875,0.021484375,2.525390625,0.03271484375,3.041015625,0.03076,2.94
1370,Kisumu,0.182373046875,7,S73,hat,0.0337,3.066,0.05859375,3.98828125,0.03369140625,3.06640625,0.05126953125,3.736328125,0.05908,3.992
1371,Kisumu,0.2359619140625,8,S82,airplane,0.04248,3.383,0.05419921875,3.8046875,0.04248046875,3.3828125,0.05078125,3.6640625,0.0498,3.627
1372,Kisumu,0.056182861328125,4,S10,airplane,0.05762,3.826,0.0732421875,4.32421875,0.0576171875,3.826171875,0.0986328125,5.015625,0.08984,4.805
1373,Kisumu,0.417236328125,9,S120,tree,0.04883,3.504,0.0693359375,4.22265625,0.048828125,3.50390625,0.0546875,3.71875,0.0747,4.395
1374,Kisumu,0.99609375,7,S68,cup,0.0708,4.277,0.1259765625,5.76953125,0.07080078125,4.27734375,0.0771484375,4.44921875,0.0835,4.68
1375,Kisumu,0.40283203125,5,S22,cup,0.0454,3.537,0.06787109375,4.30859375,0.04541015625,3.537109375,0.05810546875,3.98046875,0.05518,3.898
1376,Kisumu,0.00460052490234375,4,S9,airplane,0.05518,3.84,0.06298828125,4.1171875,0.05517578125,3.83984375,0.0556640625,3.876953125,0.05225,3.762
1377,Kisumu,0.966796875,9,S104,chair,0.0464,3.566,0.06005859375,4.01171875,0.04638671875,3.56640625,0.06103515625,4.0703125,0.04688,3.58
1378,Kisumu,0.1114501953125,5,S30,cat,0.0801,4.85,0.08984375,5.140625,0.080078125,4.8515625,0.083984375,4.98046875,0.0625,4.28
1379,Kisumu,0.037445068359375,4,S13,chair,0.03125,2.965,0.05517578125,3.916015625,0.03125,2.96484375,0.04833984375,3.6875,0.04785,3.67
1380,Kisumu,0.09136962890625,7,S78,airplane,0.084,4.67,0.11962890625,5.6328125,0.083984375,4.671875,0.11865234375,5.57421875,0.11816,5.55
1381,Kisumu,0.08001708984375,7,S74,bike,0.0337,3.037,0.0595703125,3.97265625,0.03369140625,3.037109375,0.060546875,4.01953125,0.0415,3.354
1382,Kisumu,0.2490234375,5,S22,watch,0.05615,4.246,0.0498046875,3.9765625,0.05615234375,4.24609375,0.078125,4.95703125,0.04688,3.867
1383,Kisumu,0.0274810791015625,6,S56,bird,0.03174,2.998,0.06005859375,4.05859375,0.03173828125,2.998046875,0.04150390625,3.349609375,0.0547,3.82
1384,Kisumu,0.73291015625,9,S104,hat,0.0742,4.355,0.06884765625,4.1875,0.07421875,4.35546875,0.076171875,4.41796875,0.0801,4.547
1385,Kisumu,0.92822265625,9,S106,tree,0.04297,3.342,0.05859375,3.935546875,0.04296875,3.341796875,0.04931640625,3.572265625,0.0586,3.92
1386,Kisumu,0.376953125,9,S110,rabbit,0.0459,3.516,0.07861328125,4.64453125,0.0458984375,3.515625,0.05419921875,3.81640625,0.0635,4.156
1387,Kisumu,0.032989501953125,5,S21,tree,0.0586,3.906,0.0927734375,4.90234375,0.05859375,3.90625,0.06298828125,4.0625,0.104,5.254
1388,Kisumu,0.2049560546875,4,S3,hat,0.0796,4.5,0.10009765625,5.109375,0.07958984375,4.5,0.08642578125,4.69921875,0.0957,5.04
1389,Kisumu,0.34375,9,S118,car,0.04883,3.594,0.07666015625,4.5,0.048828125,3.59375,0.06103515625,4.02734375,0.062,4.043
1390,Kisumu,0.158203125,4,S8,tree,0.0371,3.154,0.0625,4.06640625,0.037109375,3.154296875,0.0625,4.0703125,0.0762,4.52
1391,Kisumu,0.11541748046875,6,S56,cat,0.0381,3.404,0.0517578125,3.890625,0.0380859375,3.404296875,0.037109375,3.390625,0.05273,3.941
1392,Kisumu,0.0208587646484375,6,S43,bike,0.05713,4.105,0.05810546875,4.15625,0.05712890625,4.10546875,0.06396484375,4.3203125,0.0625,4.312
1393,Kisumu,0.9697265625,8,S95,house,0.0337,2.975,0.0791015625,4.484375,0.03369140625,2.974609375,0.0751953125,4.37890625,0.0586,3.88
1394,Kisumu,0.2176513671875,6,S47,house,0.0952,4.938,0.1572265625,6.33203125,0.09521484375,4.9375,0.1328125,5.80859375,0.1299,5.78
1395,Kisumu,0.007843017578125,4,S10,house,0.05908,3.809,0.06640625,4.0859375,0.05908203125,3.80859375,0.072265625,4.26953125,0.07764,4.402
1396,Kisumu,0.11590576171875,4,S13,bird,0.03174,3.113,0.05322265625,3.90625,0.03173828125,3.11328125,0.03857421875,3.37890625,0.04785,3.695
1397,Kisumu,0.73388671875,9,S103,watch,0.08936,4.55,0.1357421875,5.69921875,0.08935546875,4.55078125,0.146484375,5.8984375,0.12305,5.387
1398,Kisumu,0.001789093017578125,5,S23,airplane,0.05127,3.662,0.06640625,4.21875,0.05126953125,3.662109375,0.05517578125,3.8046875,0.04688,3.52
1399,Kisumu,0.00975799560546875,6,S41,house,0.063,3.955,0.11572265625,5.375,0.06298828125,3.955078125,0.1005859375,4.99609375,0.0957,4.89
1400,Kisumu,0.334716796875,6,S56,watch,0.04883,3.758,0.068359375,4.390625,0.048828125,3.7578125,0.06982421875,4.4296875,0.0635,4.26
1401,Kisumu,0.215087890625,4,S5,cup,0.02783,2.75,0.03369140625,3.044921875,0.02783203125,2.75,0.03271484375,2.984375,0.03516,3.092
1402,Kisumu,0.759765625,5,S36,house,0.0454,3.406,0.05322265625,3.681640625,0.04541015625,3.40625,0.052734375,3.6640625,0.04932,3.553
1403,Kisumu,0.440673828125,9,S111,chair,0.1255,5.63,0.1533203125,6.234375,0.12548828125,5.62890625,0.14208984375,6.01171875,0.1133,5.355
1404,Kisumu,0.00618743896484375,4,S15,house,0.05273,3.516,0.07958984375,4.41015625,0.052734375,3.515625,0.07421875,4.26171875,0.0757,4.293
1405,Kisumu,0.458251953125,6,S59,hat,0.02979,2.766,0.048828125,3.54296875,0.02978515625,2.765625,0.046875,3.48046875,0.04102,3.242
1406,Kisumu,0.9716796875,5,S25,tree,0.0659,4.12,0.07666015625,4.44921875,0.06591796875,4.12109375,0.0625,4.03515625,0.0874,4.805
1407,Kisumu,0.01557159423828125,5,S23,house,0.04736,4.01,0.056640625,4.3203125,0.04736328125,4.01171875,0.068359375,4.6328125,0.0669,4.62
1408,Kisumu,0.24560546875,6,S42,chair,0.03418,2.912,0.04248046875,3.287109375,0.0341796875,2.912109375,0.0556640625,3.736328125,0.04688,3.441
1409,Kisumu,0.14404296875,7,S77,rabbit,0.0752,4.516,0.09912109375,5.19140625,0.0751953125,4.515625,0.0810546875,4.6875,0.083,4.76
1410,Kisumu,0.056396484375,5,S40,bike,0.05762,3.986,0.072265625,4.45703125,0.0576171875,3.986328125,0.08349609375,4.796875,0.07227,4.457
1411,Kisumu,0.09661865234375,4,S15,chair,0.04297,3.275,0.0537109375,3.685546875,0.04296875,3.275390625,0.0576171875,3.77734375,0.06006,3.928
1412,Kisumu,0.99609375,9,S103,tree,0.0454,3.443,0.0634765625,4.08203125,0.04541015625,3.443359375,0.04638671875,3.4609375,0.06494,4.125
1413,Kisumu,0.99609375,9,S117,chair,0.03027,2.863,0.04052734375,3.296875,0.0302734375,2.86328125,0.05126953125,3.6875,0.04785,3.568
1414,Kisumu,0.274169921875,6,S50,watch,0.03857,3.332,0.06005859375,4.09375,0.03857421875,3.33203125,0.0615234375,4.171875,0.05762,4.04
1415,Kisumu,0.29736328125,9,S110,watch,0.0879,4.883,0.08349609375,4.765625,0.087890625,4.8828125,0.07177734375,4.43359375,0.0991,5.168
1416,Kisumu,0.02191162109375,4,S1,rabbit,0.0874,4.76,0.08935546875,4.91015625,0.08740234375,4.76171875,0.11865234375,5.60546875,0.1118,5.426
1417,Kisumu,0.52197265625,8,S99,rabbit,0.06006,4.004,0.0791015625,4.65234375,0.06005859375,4.00390625,0.083984375,4.78125,0.06934,4.31
1418,Kisumu,0.1866455078125,7,S73,rabbit,0.04785,3.668,0.10205078125,5.26953125,0.0478515625,3.66796875,0.07373046875,4.5,0.06934,4.39
1419,Kisumu,0.03265380859375,4,S16,bird,0.042,3.297,0.07080078125,4.296875,0.0419921875,3.296875,0.0595703125,3.951171875,0.0786,4.586
1420,Kisumu,0.0682373046875,7,S74,car,0.07764,4.508,0.1220703125,5.65625,0.07763671875,4.5078125,0.1220703125,5.63671875,0.1216,5.61
1421,Kisumu,0.9990234375,8,S86,house,0.05078,3.6,0.0654296875,4.0625,0.05078125,3.599609375,0.068359375,4.171875,0.0503,3.584
1422,Kisumu,0.00600433349609375,6,S41,bird,0.0679,4.203,0.14697265625,6.26953125,0.06787109375,4.203125,0.10009765625,5.1015625,0.1372,6.016
1423,Kisumu,0.9990234375,7,S62,house,0.08105,4.52,0.06640625,4.10546875,0.0810546875,4.51953125,0.0869140625,4.6953125,0.0708,4.234
1424,Kisumu,0.90380859375,9,S119,chair,0.05078,3.658,0.060546875,3.970703125,0.05078125,3.658203125,0.0537109375,3.76171875,0.0737,4.37
1425,Kisumu,0.93701171875,9,S118,watch,0.05322,3.66,0.0478515625,3.48828125,0.05322265625,3.66015625,0.0673828125,4.12890625,0.04932,3.535
1426,Kisumu,0.85205078125,7,S77,house,0.03906,3.143,0.044921875,3.3671875,0.0390625,3.142578125,0.03271484375,2.880859375,0.04297,3.295
1427,Kisumu,0.045745849609375,4,S13,cat,0.04883,3.55,0.06298828125,4.0546875,0.048828125,3.55078125,0.056640625,3.845703125,0.07764,4.527
1428,Kisumu,0.087890625,6,S59,cat,0.05664,3.834,0.115234375,5.57421875,0.056640625,3.833984375,0.0791015625,4.52734375,0.08887,4.816
1429,Kisumu,0.4599609375,4,S2,chair,0.05322,3.676,0.052734375,3.685546875,0.05322265625,3.67578125,0.046875,3.474609375,0.0635,4.082
1430,Kisumu,0.9951171875,8,S93,tree,0.0381,3.156,0.05126953125,3.677734375,0.0380859375,3.15625,0.05224609375,3.666015625,0.05713,3.88
1431,Kisumu,0.97900390625,7,S77,cup,0.02246,2.453,0.05810546875,3.94140625,0.0224609375,2.453125,0.029296875,2.8203125,0.0371,3.168
1432,Kisumu,0.591796875,6,S54,tree,0.03662,3.21,0.07177734375,4.4140625,0.03662109375,3.2109375,0.0625,4.1015625,0.0918,4.984
1433,Kisumu,0.02252197265625,4,S18,chair,0.05273,3.732,0.06298828125,4.06640625,0.052734375,3.732421875,0.0673828125,4.20703125,0.05957,4.004
1434,Kisumu,0.9716796875,8,S83,rabbit,0.05566,3.951,0.044921875,3.552734375,0.0556640625,3.951171875,0.048828125,3.673828125,0.05566,3.94
1435,Kisumu,0.97900390625,8,S83,cup,0.02734,2.719,0.04296875,3.349609375,0.02734375,2.71875,0.0732421875,4.40625,0.03125,2.893
1436,Kisumu,0.27685546875,6,S55,chair,0.05762,3.697,0.06884765625,4.109375,0.0576171875,3.697265625,0.09814453125,4.8984375,0.0952,4.832
1437,Kisumu,0.08135986328125,4,S9,watch,0.0581,3.99,0.07666015625,4.5546875,0.05810546875,3.990234375,0.07861328125,4.625,0.07227,4.44
1438,Kisumu,0.31298828125,8,S83,cat,0.05176,3.71,0.07763671875,4.51171875,0.0517578125,3.7109375,0.07275390625,4.3125,0.0679,4.23
1439,Kisumu,0.3427734375,7,S79,hat,0.0713,4.258,0.087890625,4.72265625,0.0712890625,4.2578125,0.0791015625,4.46875,0.07227,4.277
1440,Kisumu,0.38232421875,9,S101,cat,0.05127,3.928,0.0810546875,4.89453125,0.05126953125,3.927734375,0.08544921875,5.02734375,0.0547,4.08
1441,Kisumu,0.035675048828125,8,S91,tree,0.1157,5.37,0.1201171875,5.52734375,0.11572265625,5.37109375,0.1064453125,5.17578125,0.1289,5.754
1442,Kisumu,0.98828125,9,S107,cup,0.02246,2.463,0.046875,3.55078125,0.0224609375,2.462890625,0.0546875,3.826171875,0.02832,2.777
1443,Kisumu,0.994140625,9,S107,watch,0.0791,4.406,0.05322265625,3.654296875,0.0791015625,4.40625,0.0771484375,4.3828125,0.08057,4.473
1444,Kisumu,0.1259765625,9,S105,bike,0.03223,3.025,0.05224609375,3.78515625,0.0322265625,3.025390625,0.04736328125,3.623046875,0.04102,3.393
1445,Kisumu,0.09576416015625,8,S85,cat,0.0376,3.424,0.06103515625,4.328125,0.03759765625,3.423828125,0.0712890625,4.67578125,0.0498,3.947
1446,Kisumu,0.00557708740234375,9,S117,cat,0.06836,4.195,0.11376953125,5.41015625,0.068359375,4.1953125,0.09814453125,5.0625,0.0786,4.52
1447,Kisumu,0.051513671875,4,S13,rabbit,0.05322,3.71,0.11181640625,5.453125,0.05322265625,3.7109375,0.119140625,5.58984375,0.0996,5.082
1448,Kisumu,0.05718994140625,9,S101,hat,0.05762,3.857,0.0732421875,4.34765625,0.0576171875,3.857421875,0.08056640625,4.55859375,0.07764,4.5
1449,Kisumu,0.310546875,4,S12,cat,0.0791,4.637,0.06005859375,4.0703125,0.0791015625,4.63671875,0.06982421875,4.4140625,0.06104,4.117
1450,Kisumu,0.08917236328125,5,S38,bike,0.05078,3.607,0.08203125,4.5546875,0.05078125,3.607421875,0.06396484375,4.046875,0.07666,4.414
1451,Kisumu,0.927734375,6,S58,house,0.04785,3.562,0.076171875,4.44140625,0.0478515625,3.5625,0.06005859375,3.953125,0.0537,3.756
1452,Kisumu,0.0083160400390625,9,S116,airplane,0.0757,4.492,0.06640625,4.25390625,0.07568359375,4.4921875,0.07958984375,4.625,0.07715,4.543
1453,Kisumu,0.19775390625,9,S103,airplane,0.0698,4.125,0.1015625,5.0390625,0.06982421875,4.125,0.10546875,5.14453125,0.0928,4.79
1454,Kisumu,0.018585205078125,5,S32,bird,0.03564,3.174,0.0625,4.21484375,0.03564453125,3.173828125,0.05615234375,3.98046875,0.03857,3.281
1455,Kisumu,0.08172607421875,4,S16,rabbit,0.03076,2.953,0.060546875,4.09375,0.03076171875,2.953125,0.0732421875,4.4609375,0.0669,4.24
1456,Kisumu,0.4443359375,4,S10,hat,0.0332,2.986,0.05126953125,3.689453125,0.033203125,2.986328125,0.044921875,3.4453125,0.04736,3.568
1457,Kisumu,0.955078125,8,S87,airplane,0.0537,3.666,0.08154296875,4.5078125,0.0537109375,3.666015625,0.0791015625,4.44921875,0.0786,4.445
1458,Kisumu,0.67626953125,7,S75,house,0.0327,2.895,0.041015625,3.2109375,0.03271484375,2.89453125,0.0419921875,3.263671875,0.0376,3.076
1459,Kisumu,0.49951171875,7,S65,house,0.04102,3.207,0.0576171875,3.7890625,0.041015625,3.20703125,0.0478515625,3.458984375,0.04492,3.354
1460,Kisumu,0.006122589111328125,4,S5,house,0.0991,5.273,0.09814453125,5.2734375,0.09912109375,5.2734375,0.1064453125,5.484375,0.1113,5.59
1461,Kisumu,0.015777587890625,5,S39,chair,0.0498,3.49,0.08935546875,4.72265625,0.0498046875,3.490234375,0.0771484375,4.41015625,0.0786,4.45
1462,Kisumu,0.03466796875,5,S39,bird,0.04932,3.697,0.05859375,4.05859375,0.04931640625,3.697265625,0.06640625,4.265625,0.04736,3.633
1463,Kisumu,0.168701171875,5,S30,airplane,0.0674,4.203,0.07177734375,4.40234375,0.0673828125,4.203125,0.0810546875,4.59765625,0.07324,4.402
1464,Kisumu,0.9873046875,8,S82,house,0.02979,2.803,0.06005859375,3.91796875,0.02978515625,2.802734375,0.05859375,3.85546875,0.03857,3.145
1465,Kisumu,0.1982421875,6,S48,chair,0.0337,2.973,0.04638671875,3.478515625,0.03369140625,2.97265625,0.05517578125,3.78515625,0.0498,3.572
1466,Kisumu,0.006061553955078125,4,S11,car,0.1089,5.46,0.08056640625,4.734375,0.10888671875,5.4609375,0.09130859375,5.01953125,0.08105,4.75
1467,Kisumu,0.0036106109619140625,4,S14,bike,0.07715,4.414,0.0869140625,4.6953125,0.0771484375,4.4140625,0.0859375,4.734375,0.09863,5.043
1468,Kisumu,0.97412109375,6,S60,airplane,0.1006,4.938,0.11279296875,5.28125,0.1005859375,4.9375,0.1181640625,5.359375,0.1421,5.95
1469,Kisumu,0.58056640625,5,S34,house,0.05518,3.764,0.0615234375,3.943359375,0.05517578125,3.763671875,0.07080078125,4.25,0.06152,3.955
1470,Kisumu,0.26220703125,5,S37,chair,0.01904,2.303,0.04052734375,3.2578125,0.01904296875,2.302734375,0.033203125,2.990234375,0.02979,2.822
1471,Kisumu,0.0299224853515625,7,S68,house,0.06445,4.094,0.09228515625,4.87890625,0.064453125,4.09375,0.06689453125,4.18359375,0.0874,4.74
1472,Kisumu,0.88427734375,8,S91,hat,0.0337,3.084,0.03857421875,3.267578125,0.03369140625,3.083984375,0.05224609375,3.791015625,0.05127,3.734
1473,Kisumu,0.426025390625,6,S43,rabbit,0.06055,4.11,0.0927734375,5.07421875,0.060546875,4.109375,0.06982421875,4.421875,0.0742,4.535
1474,Kisumu,0.0283203125,4,S9,bike,0.0586,3.832,0.07568359375,4.359375,0.05859375,3.83203125,0.08935546875,4.81640625,0.0962,4.945
1475,Kisumu,0.008148193359375,4,S3,rabbit,0.11523,5.473,0.12255859375,5.75390625,0.115234375,5.47265625,0.14208984375,6.14453125,0.11816,5.59
