,location,recognizability,age,participant_id,drawing_category,distance,distance_euclidean,distance_Beijing,distance_euclidean_Beijing,distance_Kisumu,distance_euclidean_Kisumu,distance_USA,distance_euclidean_USA,distance_India,distance_euclidean_India
0,Beijing,0.88330078125,9,THU9M2,cat,0.03564,3.307,0.03564453125,3.306640625,0.07666015625,4.71875,0.05419921875,3.9921875,0.05713,4.13
1,Beijing,0.0239715576171875,5,THU5M7,cat,0.04883,3.705,0.048828125,3.705078125,0.048828125,3.716796875,0.05517578125,3.962890625,0.0537,3.902
2,Beijing,0.25732421875,10,THU10F40,cup,0.000977,0.0,0.0009765625,0.0,,,,,0.05078,3.814
3,Beijing,0.626953125,4,THU4F8,car,0.05322,3.824,0.05322265625,3.82421875,0.076171875,4.53125,0.06982421875,4.3515625,0.0503,3.697
4,Beijing,0.97802734375,8,THU8F12,bird,0.05176,3.725,0.0517578125,3.724609375,0.072265625,4.3984375,0.0400390625,3.30859375,0.06152,4.098
5,Beijing,0.1083984375,5,THU6M1,cup,0.02783,2.908,0.02783203125,2.908203125,0.03515625,3.279296875,0.03369140625,3.212890625,0.0293,3.008
6,Beijing,0.036651611328125,7,THU7F42,car,0.03955,3.318,0.03955078125,3.318359375,0.1015625,5.22265625,0.0732421875,4.43359375,0.0742,4.47
7,Beijing,0.490478515625,9,THU9M46,airplane,0.06885,4.324,0.06884765625,4.32421875,0.09423828125,4.9921875,0.09912109375,5.1484375,0.0928,4.973
8,Beijing,0.7685546875,9,THU9M13,tree,0.02783,2.803,0.02783203125,2.802734375,0.04150390625,3.380859375,0.0419921875,3.3828125,0.03174,2.945
9,Beijing,0.064208984375,4,THU4F6,cup,0.04004,3.28,0.0400390625,3.279296875,0.0498046875,3.638671875,0.0498046875,3.638671875,0.04004,3.258
10,Beijing,0.984375,8,THU9F38,car,0.03125,2.826,0.03125,2.826171875,0.06640625,4.12890625,0.0439453125,3.3828125,0.05713,3.842
11,Beijing,0.10052490234375,7,THU7M17,tree,0.0327,3.053,0.03271484375,3.052734375,0.060546875,4.08984375,0.056640625,4.00390625,0.04102,3.42
12,Beijing,0.21728515625,4,THU4M7,car,0.04785,3.607,0.0478515625,3.607421875,0.05908203125,3.970703125,0.046875,3.5390625,0.05664,3.893
13,Beijing,0.990234375,9,THU9M39,bird,0.03564,3.053,0.03564453125,3.052734375,0.08837890625,4.76953125,0.05126953125,3.67578125,0.04785,3.547
14,Beijing,0.9970703125,8,THU8M21,car,0.0664,4.125,0.06640625,4.125,0.0791015625,4.5,0.0830078125,4.6171875,0.08105,4.543
15,Beijing,0.9970703125,8,THU8M14,house,0.03906,3.113,0.0390625,3.11328125,0.072265625,4.21484375,0.037109375,3.05078125,0.0415,3.22
16,Beijing,0.97509765625,7,THU7F39,bird,0.05176,3.701,0.0517578125,3.701171875,0.0556640625,3.830078125,0.052734375,3.72265625,0.0586,3.955
17,Beijing,0.97998046875,9,THU9M5,bike,0.02197,2.459,0.02197265625,2.458984375,0.02978515625,2.806640625,0.02783203125,2.7421875,0.03516,3.023
18,Beijing,0.84423828125,4,THU4F9,hat,0.02539,2.602,0.025390625,2.6015625,0.05224609375,3.744140625,0.0361328125,3.078125,0.0581,3.951
19,Beijing,0.796875,4,THU4M04,chair,0.04102,3.326,0.041015625,3.326171875,0.05078125,3.689453125,0.05078125,3.673828125,0.062,4.09
20,Beijing,0.086669921875,8,THU8M1,bird,0.0884,4.953,0.08837890625,4.953125,0.1376953125,6.08203125,0.12255859375,5.80859375,0.1216,5.77
21,Beijing,0.1217041015625,7,THU7F15,chair,0.0581,3.848,0.05810546875,3.84765625,0.0625,3.96484375,0.04833984375,3.51953125,0.0781,4.434
22,Beijing,0.82666015625,6,THU6F43,rabbit,0.042,3.377,0.0419921875,3.376953125,0.12109375,5.69921875,0.0693359375,4.35546875,0.08496,4.824
23,Beijing,0.1923828125,4,THU4M5,chair,0.05713,4.086,0.05712890625,4.0859375,0.05078125,3.841796875,0.05517578125,4.01171875,0.04053,3.479
24,Beijing,0.0196075439453125,8,THU9F2,bike,0.05176,3.777,0.0517578125,3.77734375,0.0625,4.125,0.06494140625,4.21484375,0.0503,3.727
25,Beijing,0.95947265625,9,THU9M37,car,0.04297,3.291,0.04296875,3.291015625,0.0517578125,3.603515625,0.0400390625,3.158203125,0.0498,3.506
26,Beijing,0.01141357421875,4,THU5M5,bike,0.05273,3.662,0.052734375,3.662109375,0.08349609375,4.609375,0.0791015625,4.546875,0.08154,4.594
27,Beijing,0.73583984375,9,THU9M46,bike,0.03027,2.86,0.0302734375,2.859375,0.04931640625,3.576171875,0.04833984375,3.537109375,0.06494,4.09
28,Beijing,0.038482666015625,9,THU9M37,bird,0.0864,4.715,0.08642578125,4.71484375,0.06494140625,4.07421875,0.10498046875,5.21484375,0.10645,5.242
29,Beijing,0.1014404296875,4,THU4M7,watch,0.0752,4.484,0.0751953125,4.484375,0.10693359375,5.30078125,0.1064453125,5.3515625,0.08105,4.65
30,Beijing,0.84423828125,5,THU5F2,cup,0.04346,3.367,0.04345703125,3.3671875,0.03759765625,3.087890625,0.03369140625,2.95703125,0.0415,3.309
31,Beijing,0.05029296875,6,THU6M21,bike,0.04346,3.352,0.04345703125,3.3515625,0.04541015625,3.42578125,0.0576171875,3.84765625,0.05322,3.715
32,Beijing,0.82470703125,6,THU6M3,house,0.0337,2.95,0.03369140625,2.94921875,0.05859375,3.849609375,0.03564453125,3.015625,0.04834,3.525
33,Beijing,0.0065765380859375,8,THU8F36,tree,0.06006,4.01,0.06005859375,4.01171875,0.08642578125,4.77734375,0.05810546875,3.9296875,0.0635,4.13
34,Beijing,0.93408203125,6,THU6F43,hat,0.01709,2.201,0.01708984375,2.201171875,0.02587890625,2.755859375,0.041015625,3.44921875,0.0249,2.764
35,Beijing,0.82763671875,9,THU9M22,car,0.03223,2.887,0.0322265625,2.88671875,0.0498046875,3.60546875,0.04443359375,3.40234375,0.04395,3.395
36,Beijing,0.77001953125,5,THU5F2,watch,0.04932,3.635,0.04931640625,3.634765625,0.0400390625,3.23828125,0.04248046875,3.34375,0.05273,3.73
37,Beijing,0.1932373046875,8,THU8M21,cup,0.07324,4.293,0.0732421875,4.29296875,0.08837890625,4.69140625,0.07177734375,4.25,0.10693,5.16
38,Beijing,0.2425537109375,6,THU6M2,cat,0.0537,3.98,0.0537109375,3.98046875,0.06591796875,4.37109375,0.0546875,4.01171875,0.06836,4.445
39,Beijing,0.386474609375,6,THU6F32,cup,0.02783,2.77,0.02783203125,2.76953125,0.03076171875,2.9375,0.0361328125,3.181640625,0.03662,3.182
40,Beijing,0.032501220703125,4,THU4F6,car,0.0332,3.312,0.033203125,3.3125,0.052734375,4.07421875,0.037109375,3.4609375,0.03076,3.234
41,Beijing,0.9248046875,9,THU9M5,bird,0.03174,2.938,0.03173828125,2.9375,0.0537109375,3.814453125,0.04345703125,3.4296875,0.04395,3.44
42,Beijing,0.02923583984375,4,THU5F04,airplane,0.0371,3.332,0.037109375,3.33203125,0.06103515625,4.2265625,0.03759765625,3.361328125,0.03906,3.418
43,Beijing,0.92822265625,8,THU8M35,cup,0.05713,3.838,0.05712890625,3.837890625,0.0615234375,3.95703125,0.0751953125,4.40234375,0.07324,4.33
44,Beijing,0.98388671875,6,THU6M1,cup,0.03857,3.152,0.03857421875,3.15234375,0.04736328125,3.49609375,0.06005859375,3.951171875,0.05273,3.684
45,Beijing,0.970703125,6,THU6F19,chair,0.0415,3.41,0.04150390625,3.41015625,0.04541015625,3.537109375,0.0390625,3.294921875,0.04053,3.363
46,Beijing,0.0675048828125,4,THU4M5,house,0.08936,5.465,0.08935546875,5.46484375,0.111328125,6.0390625,0.091796875,5.50390625,0.08594,5.395
47,Beijing,0.9951171875,8,THU8F34,house,0.04053,3.287,0.04052734375,3.287109375,0.07666015625,4.484375,0.041015625,3.32421875,0.04102,3.324
48,Beijing,0.93115234375,8,THU8F13,tree,0.04053,3.209,0.04052734375,3.208984375,0.08544921875,4.64453125,0.06787109375,4.14453125,0.0454,3.426
49,Beijing,0.9892578125,9,THU9M2,watch,0.02002,2.322,0.02001953125,2.322265625,0.0400390625,3.3125,0.04296875,3.3828125,0.04053,3.28
50,Beijing,0.046661376953125,6,THU6F20,car,0.05176,3.705,0.0517578125,3.705078125,0.10498046875,5.23828125,0.05859375,3.927734375,0.0698,4.27
51,Beijing,0.331298828125,7,THU7M18,chair,0.02783,2.766,0.02783203125,2.765625,0.03759765625,3.1796875,0.03173828125,2.912109375,0.04248,3.38
52,Beijing,0.93017578125,7,THU8F29,airplane,0.03076,2.914,0.03076171875,2.9140625,0.04443359375,3.568359375,0.03857421875,3.30859375,0.04785,3.662
53,Beijing,0.9716796875,8,THU8M1,bike,0.04883,3.555,0.048828125,3.5546875,0.05419921875,3.72265625,0.037109375,3.1171875,0.05713,3.838
54,Beijing,0.64794921875,4,THU4F8,cup,0.03857,3.305,0.03857421875,3.3046875,0.0517578125,3.798828125,0.05224609375,3.81640625,0.04004,3.309
55,Beijing,0.07781982421875,4,THU4M5,bird,0.03613,3.15,0.0361328125,3.150390625,0.041015625,3.32421875,0.04345703125,3.4375,0.04297,3.402
56,Beijing,0.2392578125,8,THU8M14,chair,0.06055,3.982,0.060546875,3.982421875,0.07666015625,4.4453125,0.0732421875,4.34765625,0.0654,4.11
57,Beijing,0.0384521484375,4,THU4M10,airplane,0.0459,3.732,0.0458984375,3.732421875,0.064453125,4.4140625,0.046875,3.779296875,0.0371,3.39
58,Beijing,0.9892578125,7,THU7M17,rabbit,0.03613,3.14,0.0361328125,3.140625,0.0947265625,5.07421875,0.06005859375,4.04296875,0.0874,4.875
59,Beijing,0.57421875,4,THU4F8,chair,0.04346,3.324,0.04345703125,3.32421875,0.06396484375,4.0234375,0.0556640625,3.755859375,0.062,4.035
60,Beijing,0.0589599609375,7,THU7F15,house,0.0713,4.316,0.0712890625,4.31640625,0.052734375,3.740234375,0.08251953125,4.62890625,0.05615,3.832
61,Beijing,0.7509765625,7,THU7M46,watch,0.0376,3.145,0.03759765625,3.14453125,0.04736328125,3.53125,0.0546875,3.798828125,0.05322,3.742
62,Beijing,0.927734375,7,THU7F42,watch,0.04785,3.41,0.0478515625,3.41015625,0.078125,4.328125,0.06591796875,4.06640625,0.0698,4.113
63,Beijing,0.23681640625,8,THU9M1,cup,0.04297,3.8,0.04296875,3.80078125,0.0771484375,4.953125,0.0517578125,4.12890625,0.05615,4.29
64,Beijing,0.051605224609375,4,THU4F8,tree,0.04688,3.746,0.046875,3.74609375,0.04931640625,3.798828125,0.04248046875,3.544921875,0.0464,3.69
65,Beijing,0.027679443359375,8,THU8F16,tree,0.0537,3.885,0.0537109375,3.884765625,0.06494140625,4.29296875,0.0595703125,4.08203125,0.07227,4.5
66,Beijing,0.5029296875,6,THU6F20,cat,0.02979,3.088,0.02978515625,3.087890625,0.0927734375,5.234375,0.06591796875,4.5234375,0.0537,4.035
67,Beijing,0.68701171875,7,THU7F31,airplane,0.03467,3.084,0.03466796875,3.083984375,0.05322265625,3.787109375,0.04150390625,3.380859375,0.03467,3.115
68,Beijing,0.191162109375,4,THU4F9,bike,0.0332,3.066,0.033203125,3.06640625,0.05810546875,4.0,0.04150390625,3.37890625,0.0464,3.564
69,Beijing,0.155517578125,8,THU9M2,bike,0.06445,4.13,0.064453125,4.12890625,0.0546875,3.830078125,0.072265625,4.3671875,0.0635,4.125
70,Beijing,0.8525390625,7,THU7F39,watch,0.04102,3.244,0.041015625,3.244140625,0.06787109375,4.1328125,0.05615234375,3.80078125,0.0537,3.695
71,Beijing,0.9873046875,6,THU6F19,airplane,0.0503,3.746,0.05029296875,3.74609375,0.04443359375,3.548828125,0.0556640625,3.91015625,0.0708,4.438
72,Beijing,0.93017578125,9,THU9M2,house,0.042,3.258,0.0419921875,3.2578125,0.04833984375,3.466796875,0.0546875,3.685546875,0.04443,3.383
73,Beijing,0.0022125244140625,5,THU5M01,bike,0.06885,4.305,0.06884765625,4.3046875,0.1005859375,5.19140625,0.09228515625,4.99609375,0.08203,4.695
74,Beijing,0.75146484375,8,THU8F34,chair,0.02979,2.855,0.02978515625,2.85546875,0.02734375,2.79296875,0.05078125,3.70703125,0.021,2.467
75,Beijing,0.97998046875,8,THU9F22,house,0.02051,2.307,0.0205078125,2.306640625,0.0478515625,3.484375,0.01904296875,2.248046875,0.03125,2.822
76,Beijing,0.006927490234375,7,THU7F42,cat,0.0415,3.396,0.04150390625,3.396484375,0.06591796875,4.27734375,0.052734375,3.8359375,0.05225,3.824
77,Beijing,0.471435546875,10,THU10M11,car,0.000977,0.0,0.0009765625,0.0,,,,,0.1392,6.176
78,Beijing,0.01544952392578125,4,THU4F09,house,0.02197,2.441,0.02197265625,2.44140625,0.0380859375,3.263671875,0.03369140625,3.005859375,0.0337,3.049
79,Beijing,0.0880126953125,4,THU5F6,bird,0.04346,3.873,0.04345703125,3.873046875,0.0771484375,4.98828125,0.0546875,4.2265625,0.04883,3.98
80,Beijing,0.56591796875,8,THU9F38,cat,0.042,3.506,0.0419921875,3.505859375,0.0498046875,3.767578125,0.06689453125,4.359375,0.05225,3.895
81,Beijing,0.09735107421875,6,1THU6F30,tree,0.0376,3.16,0.03759765625,3.16015625,0.0625,4.05078125,0.044921875,3.43359375,0.05127,3.676
82,Beijing,0.541015625,7,THU7M12,house,0.0742,4.5,0.07421875,4.5,0.07275390625,4.4296875,0.072265625,4.44921875,0.0791,4.613
83,Beijing,0.716796875,8,THU9F2,hat,0.02637,2.713,0.0263671875,2.712890625,0.0263671875,2.7578125,0.04833984375,3.66796875,0.02979,2.945
84,Beijing,0.453857421875,4,THU5M5,hat,0.03516,3.041,0.03515625,3.041015625,0.0478515625,3.560546875,0.04248046875,3.3125,0.0625,4.08
85,Beijing,0.8095703125,8,THU8M36,tree,0.02637,2.682,0.0263671875,2.681640625,0.04833984375,3.62890625,0.04248046875,3.373046875,0.0337,3.03
86,Beijing,0.92822265625,7,THU7F39,cat,0.05518,3.832,0.05517578125,3.83203125,0.06689453125,4.21875,0.0576171875,3.90625,0.06104,4.03
87,Beijing,0.61376953125,6,THU6F19,bike,0.02246,2.697,0.0224609375,2.697265625,0.03125,3.095703125,0.02490234375,2.77734375,0.02734,2.936
88,Beijing,0.0789794921875,4,THU4F9,bird,0.0869,5.285,0.0869140625,5.28515625,0.1455078125,6.69140625,0.09326171875,5.4296875,0.07666,4.977
89,Beijing,0.0172271728515625,5,THU5M3,tree,0.06885,4.594,0.06884765625,4.59375,0.08837890625,5.13671875,0.08544921875,5.05859375,0.0962,5.33
90,Beijing,0.00791168212890625,5,THU5M01,airplane,0.04883,3.775,0.048828125,3.775390625,0.06982421875,4.4921875,0.0693359375,4.47265625,0.06494,4.32
91,Beijing,0.51025390625,5,THU5M1,watch,0.03418,3.059,0.0341796875,3.05859375,0.0498046875,3.705078125,0.0341796875,3.109375,0.0547,3.863
92,Beijing,0.53515625,8,THU8F14,airplane,0.03467,3.086,0.03466796875,3.0859375,0.06298828125,4.125,0.05126953125,3.716796875,0.05273,3.746
93,Beijing,0.98828125,8,THU8M35,rabbit,0.02734,2.818,0.02734375,2.818359375,0.06689453125,4.32421875,0.04345703125,3.50390625,0.05762,4.023
94,Beijing,0.298828125,5,THU5M9,tree,0.0415,3.527,0.04150390625,3.52734375,0.0419921875,3.54296875,0.0546875,4.02734375,0.02783,2.887
95,Beijing,0.990234375,8,THU8M37,chair,0.02051,2.396,0.0205078125,2.396484375,0.0380859375,3.251953125,0.04345703125,3.474609375,0.0293,2.89
96,Beijing,0.97705078125,6,THU6F20,watch,0.05566,3.723,0.0556640625,3.72265625,0.06494140625,4.0546875,0.05712890625,3.798828125,0.04004,3.197
97,Beijing,0.0443115234375,9,THU9F35,bike,0.0908,4.8,0.0908203125,4.80078125,0.09228515625,4.859375,0.107421875,5.20703125,0.08154,4.555
98,Beijing,0.78369140625,6,THU6M31,rabbit,0.05176,3.842,0.0517578125,3.841796875,0.080078125,4.76171875,0.05029296875,3.798828125,0.04688,3.67
99,Beijing,0.150390625,8,THU9M2,bird,0.03564,3.383,0.03564453125,3.3828125,0.064453125,4.5,0.06640625,4.48828125,0.04932,3.969
100,Beijing,0.0200042724609375,6,THU6F32,car,0.05127,3.617,0.05126953125,3.6171875,0.083984375,4.60546875,0.07275390625,4.3046875,0.05762,3.828
101,Beijing,0.12445068359375,5,THU5F3,bike,0.05225,4.01,0.05224609375,4.01171875,0.08251953125,4.93359375,0.08544921875,5.00390625,0.0625,4.348
102,Beijing,0.93408203125,6,THU6F32,bird,0.0586,3.988,0.05859375,3.98828125,0.13037109375,5.86328125,0.0869140625,4.80859375,0.07715,4.543
103,Beijing,0.007610321044921875,4,THU4M7,house,0.06104,4.074,0.06103515625,4.07421875,0.0732421875,4.47265625,0.06640625,4.265625,0.06836,4.344
104,Beijing,0.05133056640625,8,THU8F34,bike,0.05957,4.074,0.0595703125,4.07421875,0.08154296875,4.76953125,0.0810546875,4.73828125,0.0708,4.434
105,Beijing,0.49658203125,4,THU4F8,tree,0.0542,3.695,0.05419921875,3.6953125,0.07470703125,4.328125,0.06884765625,4.2109375,0.0869,4.71
106,Beijing,0.1260986328125,8,THU8F36,car,0.0874,5.06,0.08740234375,5.05859375,0.140625,6.328125,0.09619140625,5.29296875,0.1094,5.625
107,Beijing,0.642578125,7,THU6F13,cat,0.06396,4.07,0.06396484375,4.0703125,0.07666015625,4.4609375,0.0615234375,3.990234375,0.07764,4.516
108,Beijing,0.7099609375,6,THU6M1,tree,0.04346,3.393,0.04345703125,3.392578125,0.07763671875,4.515625,0.04541015625,3.478515625,0.05518,3.838
109,Beijing,0.015380859375,9,THU9M37,tree,0.09766,5.137,0.09765625,5.13671875,0.1123046875,5.46875,0.1240234375,5.75,0.125,5.8
110,Beijing,0.548828125,4,THU5M4,bird,0.05713,4.09,0.05712890625,4.08984375,0.12158203125,5.859375,0.07421875,4.6015625,0.06494,4.355
111,Beijing,0.13427734375,5,THU5M3,rabbit,0.0825,4.613,0.08251953125,4.61328125,0.08935546875,4.8203125,0.12841796875,5.8125,0.10986,5.387
112,Beijing,0.9970703125,9,THU9M46,house,0.05908,3.854,0.05908203125,3.853515625,0.0517578125,3.607421875,0.0654296875,4.0546875,0.0498,3.578
113,Beijing,0.994140625,8,THU8M21,chair,0.0537,3.725,0.0537109375,3.724609375,0.0859375,4.66796875,0.0859375,4.6875,0.08203,4.586
114,Beijing,0.2442626953125,8,THU9M2,bike,0.02832,2.799,0.0283203125,2.798828125,0.03662109375,3.203125,0.0380859375,3.26171875,0.03027,2.91
115,Beijing,0.990234375,8,THU8M21,tree,0.02441,2.635,0.0244140625,2.634765625,0.06396484375,4.15234375,0.04150390625,3.3671875,0.0249,2.625
116,Beijing,0.970703125,9,THU9F1,cat,0.03467,2.96,0.03466796875,2.9609375,0.07275390625,4.3203125,0.0498046875,3.591796875,0.063,4.035
117,Beijing,0.2734375,6,THU6F20,cup,0.0337,2.97,0.03369140625,2.970703125,0.04150390625,3.333984375,0.03564453125,3.095703125,0.0459,3.47
118,Beijing,0.59521484375,8,THU8F13,bird,0.02637,2.791,0.0263671875,2.791015625,0.05224609375,3.91015625,0.04541015625,3.6328125,0.03516,3.246
119,Beijing,0.931640625,8,THU8M37,bike,0.04346,3.385,0.04345703125,3.384765625,0.0517578125,3.689453125,0.05224609375,3.71484375,0.06494,4.137
120,Beijing,0.058013916015625,4,THU4M5,cup,0.0337,3.1,0.03369140625,3.099609375,0.03955078125,3.361328125,0.04443359375,3.5234375,0.03125,2.967
121,Beijing,0.4365234375,9,THU9F35,chair,0.0464,3.49,0.04638671875,3.490234375,0.05908203125,3.8984375,0.046875,3.517578125,0.06836,4.195
122,Beijing,0.9931640625,6,THU6M21,house,0.0464,3.424,0.04638671875,3.423828125,0.10107421875,5.01171875,0.04638671875,3.4296875,0.05127,3.604
123,Beijing,0.94482421875,8,THU8F24,cup,0.02783,2.92,0.02783203125,2.919921875,0.029296875,2.99609375,0.060546875,4.1640625,0.02197,2.646
124,Beijing,0.0247955322265625,8,THU9F38,tree,0.042,3.422,0.0419921875,3.421875,0.0517578125,3.828125,0.0390625,3.3046875,0.05518,3.928
125,Beijing,0.89990234375,7,THU7M45,rabbit,0.06152,4.117,0.0615234375,4.1171875,0.0712890625,4.4296875,0.05224609375,3.814453125,0.06494,4.227
126,Beijing,0.986328125,9,THU9M11,bike,0.0249,2.592,0.02490234375,2.591796875,0.0439453125,3.41796875,0.03515625,3.068359375,0.0537,3.781
127,Beijing,0.86279296875,8,THU8M14,bike,0.0293,2.877,0.029296875,2.876953125,0.04248046875,3.44921875,0.029296875,2.916015625,0.0381,3.27
128,Beijing,0.08380126953125,5,THU5F6,chair,0.06885,4.605,0.06884765625,4.60546875,0.09130859375,5.23828125,0.09765625,5.4140625,0.0762,4.805
129,Beijing,0.87353515625,5,THU5F6,tree,0.07275,4.44,0.07275390625,4.44140625,0.08935546875,4.92578125,0.0908203125,4.97265625,0.0654,4.234
130,Beijing,0.97412109375,9,THU9M47,house,0.04932,3.48,0.04931640625,3.48046875,0.06103515625,3.837890625,0.05419921875,3.630859375,0.06152,3.934
131,Beijing,0.0079498291015625,7,THU7M46,tree,0.06152,4.258,0.0615234375,4.2578125,0.09033203125,5.0859375,0.0888671875,5.07421875,0.05273,3.938
132,Beijing,0.9892578125,6,THU7M44,cup,0.04932,3.607,0.04931640625,3.607421875,0.0625,4.0859375,0.0830078125,4.69921875,0.05957,3.955
133,Beijing,0.00592041015625,4,THU4M9,house,0.0381,3.193,0.0380859375,3.193359375,0.05322265625,3.7578125,0.048828125,3.591796875,0.0498,3.648
134,Beijing,0.0367431640625,4,THU4M10,car,0.04443,3.482,0.04443359375,3.482421875,0.04736328125,3.572265625,0.05322265625,3.796875,0.05078,3.684
135,Beijing,0.9970703125,7,THU8M16,chair,0.05176,3.645,0.0517578125,3.64453125,0.072265625,4.2734375,0.06396484375,4.05859375,0.063,4.008
136,Beijing,0.42041015625,4,THU4F6,tree,0.05518,3.678,0.05517578125,3.677734375,0.07861328125,4.390625,0.06982421875,4.20703125,0.0801,4.5
137,Beijing,0.0458984375,4,THU4M10,bird,0.0825,4.82,0.08251953125,4.8203125,0.09912109375,5.25390625,0.0908203125,5.0546875,0.0879,5.016
138,Beijing,0.06561279296875,5,THU5F3,watch,0.0327,2.965,0.03271484375,2.96484375,0.0556640625,3.828125,0.04736328125,3.513671875,0.0547,3.797
139,Beijing,0.34521484375,7,THU7F39,tree,0.0327,2.986,0.03271484375,2.986328125,0.05029296875,3.666015625,0.064453125,4.12109375,0.05518,3.803
140,Beijing,0.0386962890625,5,THU5M3,tree,0.08154,4.62,0.08154296875,4.62109375,0.10986328125,5.375,0.099609375,5.1328125,0.125,5.77
141,Beijing,0.06854248046875,5,THU6M1,chair,0.05762,3.771,0.0576171875,3.771484375,0.06640625,4.015625,0.060546875,3.884765625,0.0679,4.12
142,Beijing,0.005138397216796875,5,THU6M1,tree,0.0713,4.395,0.0712890625,4.39453125,0.09619140625,5.09765625,0.09375,5.0234375,0.1045,5.324
143,Beijing,0.9921875,9,THU9M39,tree,0.0659,4.125,0.06591796875,4.125,0.07177734375,4.2734375,0.056640625,3.8046875,0.06152,4.016
144,Beijing,0.96435546875,9,THU9M13,cat,0.02832,2.986,0.0283203125,2.986328125,0.05615234375,4.07421875,0.02734375,2.947265625,0.04834,3.81
145,Beijing,0.04254150390625,5,THU5M9,cup,0.0381,3.357,0.0380859375,3.357421875,0.060546875,4.20703125,0.05078125,3.89453125,0.04053,3.48
146,Beijing,0.0810546875,7,THU7M17,cat,0.05762,4.086,0.0576171875,4.0859375,0.05224609375,3.90625,0.0712890625,4.53125,0.0674,4.39
147,Beijing,0.01079559326171875,9,THU9F35,house,0.0659,4.145,0.06591796875,4.14453125,0.09033203125,4.8203125,0.07421875,4.390625,0.10693,5.277
148,Beijing,0.25439453125,6,THU6F32,watch,0.042,3.342,0.0419921875,3.341796875,0.06201171875,4.03515625,0.0615234375,4.0625,0.06885,4.266
149,Beijing,0.01605224609375,4,THU4M04,airplane,0.06055,3.928,0.060546875,3.927734375,0.0615234375,3.92578125,0.083984375,4.609375,0.08545,4.652
150,Beijing,0.72705078125,7,THU7F15,airplane,0.04443,3.404,0.04443359375,3.404296875,0.0595703125,3.931640625,0.05810546875,3.875,0.04883,3.58
151,Beijing,0.337646484375,7,THU7M18,bike,0.0498,3.47,0.0498046875,3.470703125,0.07470703125,4.28515625,0.076171875,4.40625,0.06104,3.875
152,Beijing,0.02752685546875,6,THU6F19,bike,0.04297,3.482,0.04296875,3.482421875,0.05908203125,4.00390625,0.064453125,4.1953125,0.0586,4.043
153,Beijing,0.08148193359375,4,THU4F6,bird,0.04395,3.84,0.0439453125,3.83984375,0.0693359375,4.70703125,0.04736328125,3.91796875,0.04297,3.729
154,Beijing,0.65966796875,4,THU4M9,watch,0.0659,4.125,0.06591796875,4.125,0.07373046875,4.33984375,0.076171875,4.47265625,0.08057,4.574
155,Beijing,0.9990234375,9,THU9M3,chair,0.0747,4.31,0.07470703125,4.30859375,0.080078125,4.4296875,0.0888671875,4.69921875,0.083,4.523
156,Beijing,0.98095703125,8,THU8M36,bird,0.063,4.04,0.06298828125,4.0390625,0.0732421875,4.28125,0.0439453125,3.373046875,0.07227,4.28
157,Beijing,0.97802734375,8,THU8M36,car,0.02539,2.629,0.025390625,2.62890625,0.03369140625,2.994140625,0.03564453125,3.1171875,0.04297,3.39
158,Beijing,0.00919342041015625,4,THU4M10,house,0.0796,4.723,0.07958984375,4.72265625,0.087890625,4.9453125,0.08251953125,4.796875,0.083,4.805
159,Beijing,0.005901336669921875,9,THU9M3,tree,0.0454,3.57,0.04541015625,3.5703125,0.05615234375,3.95703125,0.06640625,4.27734375,0.0698,4.383
160,Beijing,0.84912109375,7,THU8M16,house,0.04785,3.5,0.0478515625,3.5,0.05615234375,3.755859375,0.04052734375,3.203125,0.05713,3.787
161,Beijing,0.2176513671875,5,THU5F3,airplane,0.0337,3.15,0.03369140625,3.150390625,0.06298828125,4.3125,0.05419921875,4.01171875,0.0625,4.227
162,Beijing,0.9931640625,10,THU10F40,hat,0.03857,3.139,0.03857421875,3.138671875,,,,,0.1079,5.402
163,Beijing,0.46240234375,5,THU5F2,watch,0.05762,4.125,0.0576171875,4.125,0.076171875,4.7578125,0.0947265625,5.26171875,0.06152,4.277
164,Beijing,0.67822265625,8,THU8F24,hat,0.03857,3.258,0.03857421875,3.2578125,0.0439453125,3.474609375,0.04541015625,3.541015625,0.05127,3.713
165,Beijing,0.84912109375,6,THU6F20,hat,0.03076,3.135,0.03076171875,3.134765625,0.0517578125,3.990234375,0.044921875,3.8203125,0.03564,3.438
166,Beijing,0.9921875,6,THU7M44,rabbit,0.01514,2.154,0.01513671875,2.154296875,0.08837890625,4.96484375,0.04541015625,3.61328125,0.05176,3.861
167,Beijing,0.040069580078125,4,THU4F10,cup,0.02295,2.547,0.02294921875,2.546875,0.0234375,2.603515625,0.029296875,2.8671875,0.02588,2.664
168,Beijing,0.51025390625,7,THU7M17,watch,0.04443,3.516,0.04443359375,3.515625,0.04638671875,3.623046875,0.05322265625,3.796875,0.04688,3.605
169,Beijing,0.199951171875,5,THU6F4,cat,0.0415,3.408,0.04150390625,3.408203125,0.0498046875,3.7265625,0.04541015625,3.568359375,0.0635,4.203
170,Beijing,0.9970703125,9,THU9M3,rabbit,0.03076,2.947,0.03076171875,2.947265625,0.06005859375,4.09765625,0.0439453125,3.466796875,0.04102,3.396
171,Beijing,0.98828125,8,THU9M1,tree,0.03076,2.857,0.03076171875,2.857421875,0.07275390625,4.34765625,0.05810546875,3.86328125,0.03467,3.018
